1000

0 0 0
79.7618 0 0
0 90.5586 0

50.5317 83.5856 0
130.294 83.5856 0
50.5317 174.144 0

101.063 167.171 0
180.825 167.171 0
101.063 257.73 0

151.595 250.757 0
231.357 250.757 0
151.595 341.315 0

-340.641 340.641 0
-260.879 340.641 0
-340.641 431.199 0

202.127 334.342 0
281.889 334.342 0
202.127 424.901 0

-681.282 681.282 0
-601.52 681.282 0
-681.282 771.84 0

252.659 417.928 0
332.42 417.928 0
252.659 508.487 0

303.19 501.513 0
382.952 501.513 0
303.19 592.072 0

353.722 585.099 0
433.484 585.099 0
353.722 675.658 0

-1021.92 1021.92 0
-942.161 1021.92 0
-1021.92 1112.48 0

404.254 668.685 0
484.015 668.685 0
404.254 759.243 0

454.785 752.27 0
534.547 752.27 0
454.785 842.829 0

505.317 835.856 0
585.079 835.856 0
505.317 926.414 0

-1362.56 1362.56 0
-1282.8 1362.56 0
-1362.56 1453.12 0

555.849 919.441 0
635.611 919.441 0
555.849 1010 0

555.849 919.441 0
635.611 919.441 0
555.849 1010 0

606.38 1003.03 0
686.142 1003.03 0
606.38 1093.59 0

606.38 1003.03 0
686.142 1003.03 0
606.38 1093.59 0

656.912 1086.61 0
736.674 1086.61 0
656.912 1177.17 0

707.444 1170.2 0
787.206 1170.2 0
707.444 1260.76 0

-1703.2 1703.2 0
-1623.44 1703.2 0
-1703.2 1793.76 0

757.975 1253.78 0
837.737 1253.78 0
757.975 1344.34 0

-2043.84 2043.84 0
-1964.08 2043.84 0
-2043.84 2134.4 0

808.507 1337.37 0
888.269 1337.37 0
808.507 1427.93 0

-2384.49 2384.49 0
-2304.72 2384.49 0
-2384.49 2475.04 0

859.039 1420.95 0
938.801 1420.95 0
859.039 1511.51 0

909.57 1504.54 0
989.332 1504.54 0
909.57 1595.1 0

960.102 1588.13 0
1039.86 1588.13 0
960.102 1678.68 0

1010.63 1671.71 0
1090.4 1671.71 0
1010.63 1762.27 0

-2725.13 2725.13 0
-2645.36 2725.13 0
-2725.13 2815.69 0

1061.17 1755.3 0
1140.93 1755.3 0
1061.17 1845.86 0

1061.17 1755.3 0
1140.93 1755.3 0
1061.17 1845.86 0

1111.7 1838.88 0
1191.46 1838.88 0
1111.7 1929.44 0

1162.23 1922.47 0
1241.99 1922.47 0
1162.23 2013.03 0

1212.76 2006.05 0
1292.52 2006.05 0
1212.76 2096.61 0

-3065.77 3065.77 0
-2986.01 3065.77 0
-3065.77 3156.33 0

1263.29 2089.64 0
1343.05 2089.64 0
1263.29 2180.2 0

1313.82 2173.23 0
1393.59 2173.23 0
1313.82 2263.78 0

1364.36 2256.81 0
1444.12 2256.81 0
1364.36 2347.37 0

1364.36 2256.81 0
1444.12 2256.81 0
1364.36 2347.37 0

1414.89 2340.4 0
1494.65 2340.4 0
1414.89 2430.96 0

1465.42 2423.98 0
1545.18 2423.98 0
1465.42 2514.54 0

1515.95 2507.57 0
1595.71 2507.57 0
1515.95 2598.13 0

1515.95 2507.57 0
1595.71 2507.57 0
1515.95 2598.13 0

1566.48 2591.15 0
1646.24 2591.15 0
1566.48 2681.71 0

-3406.41 3406.41 0
-3326.65 3406.41 0
-3406.41 3496.97 0

1617.01 2674.74 0
1696.78 2674.74 0
1617.01 2765.3 0

1667.55 2758.32 0
1747.31 2758.32 0
1667.55 2848.88 0

1718.08 2841.91 0
1797.84 2841.91 0
1718.08 2932.47 0

1718.08 2841.91 0
1797.84 2841.91 0
1718.08 2932.47 0

1768.61 2925.5 0
1848.37 2925.5 0
1768.61 3016.05 0

1819.14 3009.08 0
1898.9 3009.08 0
1819.14 3099.64 0

1819.14 3009.08 0
1898.9 3009.08 0
1819.14 3099.64 0

-3747.05 3747.05 0
-3667.29 3747.05 0
-3747.05 3837.61 0

1869.67 3092.67 0
1949.44 3092.67 0
