10000

1 2 0
0 0 1
0 0 2

0 1 2
1 2 2
1 3 0

4 1 2
3 1 1
2 2 2

3 0 5
3 1 3
5 2 3

3 5 2
1 5 1
2 5 1

2 6 5
2 4 5
0 6 6

6 4 2
7 3 1
8 4 2

9 1 8
8 3 8
7 3 9

9 4 10
7 3 9
9 2 9

5 3 4
7 3 5
5 3 6

5 8 4
4 10 4
6 9 4

11 3 8
13 4 8
11 4 7

14 4 12
13 4 13
13 3 11

3 14 9
3 13 10
4 14 10

3 15 8
4 13 8
4 13 7

3 7 11
3 6 9
3 5 11

13 6 14
12 6 16
13 7 15

12 14 13
12 13 13
13 13 13

14 2 10
15 2 9
15 4 8

15 17 16
15 16 16
17 16 14

18 10 10
18 9 10
16 8 11

18 4 19
18 4 18
18 5 19

10 4 8
8 2 8
8 2 7

6 21 5
7 22 6
7 20 7

8 1 25
8 1 23
8 2 23

13 20 26
12 20 24
14 19 25

12 4 6
14 5 8
13 5 6

13 26 14
13 24 14
11 26 13

19 3 7
21 4 8
19 4 8

16 6 19
16 7 21
17 7 20

7 21 7
9 22 7
7 23 8

17 18 21
16 16 21
15 16 22

6 2 32
7 4 32
7 2 31

23 11 0
22 11 2
21 12 1

3 17 12
2 17 14
4 17 13

24 12 23
24 11 24
23 11 23

21 1 18
23 2 19
23 1 20

23 36 4
21 37 6
22 35 6

38 26 24
39 25 25
39 24 24

35 30 1
35 29 2
34 31 2

15 3 31
14 5 31
14 3 31

1 39 31
3 38 32
3 38 30

19 1 16
19 0 17
20 0 17

32 15 15
31 16 13
31 14 13

11 33 37
11 34 37
9 32 38

21 23 24
22 24 25
20 24 24

33 23 38
33 25 36
33 24 36

39 22 40
39 21 40
38 22 41

16 5 19
17 6 18
15 6 18

13 11 30
14 13 30
12 12 29

14 37 38
13 39 39
14 38 39

26 42 27
27 40 25
26 41 27

18 40 49
17 39 51
16 40 51

25 29 16
27 29 16
27 29 15

22 48 28
22 48 29
23 48 28

47 10 48
47 9 49
47 10 49

29 54 33
30 55 33
28 55 32

33 40 44
32 42 46
32 40 46

10 52 7
12 52 5
12 52 6

10 19 58
9 19 60
8 18 58

15 58 54
15 57 54
17 57 54

56 39 49
56 39 47
